0.00000000,3.93814857,3.75495603,3.93045317,3.75017920,4.19506538,2.72257976,4.41569356,4.12100812,4.07604623,3.99213335,4.49717034,4.05613135
3.93814857,0.00000000,3.38748722,3.45415947,4.45816876,3.21312847,4.12909873,3.77653195,4.74590822,4.46540189,4.80679662,4.71601095,4.98809122
3.75495603,3.38748722,0.00000000,4.06022417,3.89384814,4.25378917,3.77284650,4.17337359,4.05504255,5.05132138,4.50118868,5.16589539,4.68381656
3.93045317,3.45415947,4.06022417,0.00000000,3.30367356,3.36754835,3.91212844,3.76228412,3.80505130,3.71268164,4.74398252,4.58994958,5.00520599
3.75017920,4.45816876,3.89384814,3.30367356,0.00000000,3.96597144,3.21269799,3.99541779,3.20069931,4.17261680,4.06207312,5.09104644,4.41384735
4.19506538,3.21312847,4.25378917,3.36754835,3.96597144,0.00000000,3.63044021,3.13639849,4.34416606,3.76473685,4.69377289,4.29231434,4.82607109
2.72257976,4.12909873,3.77284650,3.91212844,3.21269799,3.63044021,0.00000000,3.40781687,3.27757975,3.57330308,3.12406047,3.74188282,3.11039358
4.41569356,3.77653195,4.17337359,3.76228412,3.99541779,3.13639849,3.40781687,0.00000000,3.68743910,3.63697572,4.02420296,4.05838245,4.50510920
4.12100812,4.74590822,4.05504255,3.80505130,3.20069931,4.34416606,3.27757975,3.68743910,0.00000000,3.32199730,3.12454668,4.38240734,3.86568902
4.07604623,4.46540189,5.05132138,3.71268164,4.17261680,3.76473685,3.57330308,3.63697572,3.32199730,0.00000000,3.60684340,3.65315053,4.12600246
3.99213335,4.80679662,4.50118868,4.74398252,4.06207312,4.69377289,3.12406047,4.02420296,3.12454668,3.60684340,0.00000000,3.72194995,3.27222203
4.49717034,4.71601095,5.16589539,4.58994958,5.09104644,4.29231434,3.74188282,4.05838245,4.38240734,3.65315053,3.72194995,0.00000000,3.75517130
4.05613135,4.98809122,4.68381656,5.00520599,4.41384735,4.82607109,3.11039358,4.50510920,3.86568902,4.12600246,3.27222203,3.75517130,0.00000000
0.00000000,3.09643189,3.21705955,4.08232259,3.66918986,4.19727032,3.32541490,5.16416614,4.42203840,4.81950848,4.29534678,4.57327141,4.27560178
3.09643189,0.00000000,3.33454605,3.60725357,4.40370756,3.63772708,4.07019073,4.54503930,4.95338046,4.92558742,4.61986094,4.56024290,4.96448588
3.21705955,3.33454605,0.00000000,3.94389047,3.52592526,4.10740300,3.49282828,4.29151591,3.88311706,5.22623469,4.15890165,4.84904250,4.50140444
4.08232259,3.60725357,3.94389047,0.00000000,3.49223843,3.32483807,3.80714496,3.97516375,4.03376024,4.06113972,4.70933362,4.31890330,4.90819402
3.66918986,4.40370756,3.52592526,3.49223843,0.00000000,3.72262518,2.68614098,3.92077060,2.38117494,4.01506884,3.43792099,4.28332069,3.89279986
4.19727032,3.63772708,4.10740300,3.32483807,3.72262518,0.00000000,3.25611941,3.25150815,3.70477596,3.94634694,4.02518015,3.74038694,4.34095380
3.32541490,4.07019073,3.49282828,3.80714496,2.68614098,3.25611941,0.00000000,3.44275928,2.68116677,3.62082273,2.94882878,3.09033773,2.80583911
5.16416614,4.54503930,4.29151591,3.97516375,3.92077060,3.25150815,3.44275928,0.00000000,3.41307879,3.82964512,3.91924586,3.66932362,3.97273556
4.42203840,4.95338046,3.88311706,4.03376024,2.38117494,3.70477596,2.68116677,3.41307879,0.00000000,3.34155328,2.73508564,3.80353369,3.54393208
4.81950848,4.92558742,5.22623469,4.06113972,4.01506884,3.94634694,3.62082273,3.82964512,3.34155328,0.00000000,3.43582243,3.22537224,3.89587803
4.29534678,4.61986094,4.15890165,4.70933362,3.43792099,4.02518015,2.94882878,3.91924586,2.73508564,3.43582243,0.00000000,3.23493016,3.32869344
4.57327141,4.56024290,4.84904250,4.31890330,4.28332069,3.74038694,3.09033773,3.66932362,3.80353369,3.22537224,3.23493016,0.00000000,3.19671588
4.27560178,4.96448588,4.50140444,4.90819402,3.89279986,4.34095380,2.80583911,3.97273556,3.54393208,3.89587803,3.32869344,3.19671588,0.00000000
