0.00000000,2.16998824,2.64311960,2.97450183,3.11385372,2.96216828,2.65962645,3.45492899,3.76225993,3.66184712,3.73236517,3.83457354,3.83789986
2.16998824,0.00000000,2.17132123,2.85352192,3.16699672,3.00346161,2.75929898,3.39755821,3.82006525,3.81946906,3.83160970,3.84641996,3.87696820
2.64311960,2.17132123,0.00000000,2.12518806,2.69184965,2.81857686,2.71019559,3.08154414,3.42755803,3.76838072,3.87533406,3.85702521,3.85405141
2.97450183,2.85352192,2.12518806,0.00000000,1.78579427,2.42569410,2.62538578,2.90597530,2.98404481,3.36673323,3.74480016,3.91545534,3.84453417
3.11385372,3.16699672,2.69184965,1.78579427,0.00000000,1.94884934,2.44767720,2.71483659,2.71713823,3.14737905,3.55604813,3.83488797,3.78613627
2.96216828,3.00346161,2.81857686,2.42569410,1.94884934,0.00000000,1.88842274,2.40701456,2.68948934,2.98476532,3.21164056,3.39047987,3.48499839
2.65962645,2.75929898,2.71019559,2.62538578,2.44767720,1.88842274,0.00000000,1.92762633,2.56517270,2.72466475,2.80911287,2.84932614,2.91866744
3.45492899,3.39755821,3.08154414,2.90597530,2.71483659,2.40701456,1.92762633,0.00000000,1.87577411,2.64348463,3.03327468,3.13093473,3.17588634
3.76225993,3.82006525,3.42755803,2.98404481,2.71713823,2.68948934,2.56517270,1.87577411,0.00000000,2.11672768,2.89536364,3.27966807,3.31405380
3.66184712,3.81946906,3.76838072,3.36673323,3.14737905,2.98476532,2.72466475,2.64348463,2.11672768,0.00000000,2.15535534,2.86966952,3.09841992
3.73236517,3.83160970,3.87533406,3.74480016,3.55604813,3.21164056,2.80911287,3.03327468,2.89536364,2.15535534,0.00000000,2.32076407,2.82528166
3.83457354,3.84641996,3.85702521,3.91545534,3.83488797,3.39047987,2.84932614,3.13093473,3.27966807,2.86966952,2.32076407,0.00000000,2.35063921
3.83789986,3.87696820,3.85405141,3.84453417,3.78613627,3.48499839,2.91866744,3.17588634,3.31405380,3.09841992,2.82528166,2.35063921,0.00000000
