0.00000000,3.69689188,3.50404137,4.07038274,3.82945802,4.22204038,3.20206911,5.07108804,4.34680592,4.64556275,4.47483496,4.75097584,4.37993362
3.69689188,0.00000000,3.75268376,3.78205143,4.58761085,3.82235078,4.26947175,4.41512810,5.12029407,4.84964482,5.10671848,4.71218082,5.15665098
3.50404137,3.75268376,0.00000000,3.97104408,3.49357791,4.33486624,3.61322897,4.26419454,3.96946941,5.11906376,4.61568032,4.99112293,4.52762488
4.07038274,3.78205143,3.97104408,0.00000000,3.63054808,3.46152646,3.88874068,4.01848332,4.12534148,4.00402429,5.13062586,4.58543857,5.01159768
3.82945802,4.58761085,3.49357791,3.63054808,0.00000000,3.90927820,3.10563785,4.03053295,2.78766500,4.25933434,4.14721702,4.93520458,4.35520121
4.22204038,3.82235078,4.33486624,3.46152646,3.90927820,0.00000000,3.44318497,3.40666084,4.14927655,3.86913950,4.53136016,4.10456456,4.77750331
3.20206911,4.26947175,3.61322897,3.88874068,3.10563785,3.44318497,0.00000000,3.65105429,2.94391900,3.65991751,3.36602116,3.76323212,3.15967808
5.07108804,4.41512810,4.26419454,4.01848332,4.03053295,3.40666084,3.65105429,0.00000000,3.66236551,3.99982658,4.47887260,4.19340889,4.43530121
4.34680592,5.12029407,3.96946941,4.12534148,2.78766500,4.14927655,2.94391900,3.66236551,0.00000000,3.51827823,3.43509396,4.30544504,3.78920830
4.64556275,4.84964482,5.11906376,4.00402429,4.25933434,3.86913950,3.65991751,3.99982658,3.51827823,0.00000000,3.71361826,3.53890979,4.12036749
4.47483496,5.10671848,4.61568032,5.13062586,4.14721702,4.53136016,3.36602116,4.47887260,3.43509396,3.71361826,0.00000000,3.62403245,3.31184214
4.75097584,4.71218082,4.99112293,4.58543857,4.93520458,4.10456456,3.76323212,4.19340889,4.30544504,3.53890979,3.62403245,0.00000000,3.49468323
4.37993362,5.15665098,4.52762488,5.01159768,4.35520121,4.77750331,3.15967808,4.43530121,3.78920830,4.12036749,3.31184214,3.49468323,0.00000000
