0.00000000,2.82976922,3.11161124,3.35422153,3.26848374,2.98188463,2.53493592,3.77608612,3.67245355,3.50550494,3.31334037,3.33016765,3.02140441
2.82976922,0.00000000,3.08434633,3.36223064,3.44671742,2.88990627,2.70196793,3.14981084,4.10314712,3.55855583,3.47134878,3.26061256,3.13954663
3.11161124,3.08434633,0.00000000,3.17167885,3.21502191,3.33821755,2.84675211,3.20691463,3.36671330,4.00949732,3.72642402,3.59336105,3.29689589
3.35422153,3.36223064,3.17167885,0.00000000,3.07308496,3.13002250,2.95950401,3.05918226,3.18358668,3.21206361,4.03595416,3.53213031,3.31456922
3.26848374,3.44671742,3.21502191,3.07308496,0.00000000,2.76909247,2.68266010,3.12251536,2.90870158,3.15177962,3.13771823,3.73793582,3.22676493
2.98188463,2.88990627,3.33821755,3.13002250,2.76909247,0.00000000,2.34053997,2.84578555,3.20068533,2.96003973,2.91160216,2.91518904,3.07701679
2.53493592,2.70196793,2.84675211,2.95950401,2.68266010,2.34053997,0.00000000,2.49686684,2.84700661,2.75570802,2.61457583,2.51881615,2.19165348
3.77608612,3.14981084,3.20691463,3.05918226,3.12251536,2.84578555,2.49686684,0.00000000,2.73871008,2.89725517,3.24742236,2.88790532,2.84500257
3.67245355,4.10314712,3.36671330,3.18358668,2.90870158,3.20068533,2.84700661,2.73871008,0.00000000,2.85461815,3.23198767,3.30692483,3.15038475
3.50550494,3.55855583,4.00949732,3.21206361,3.15177962,2.96003973,2.75570802,2.89725517,2.85461815,0.00000000,2.81880255,2.92173313,2.90555238
3.31334037,3.47134878,3.72642402,4.03595416,3.13771823,2.91160216,2.61457583,3.24742236,3.23198767,2.81880255,0.00000000,2.65958722,2.83296489
3.33016765,3.26061256,3.59336105,3.53213031,3.73793582,2.91518904,2.51881615,2.88790532,3.30692483,2.92173313,2.65958722,0.00000000,2.49160258
3.02140441,3.13954663,3.29689589,3.31456922,3.22676493,3.07701679,2.19165348,2.84500257,3.15038475,2.90555238,2.83296489,2.49160258,0.00000000
